Amount,Date,Sender,Recipient,Note
-74.91,2019-05-19T00:00:00.000Z,Devin Hollis,Adam Sanders,Dinner on Tuesday 🤐🥦
89.92,2019-05-19T00:00:00.000Z,Adam Sanders,Norman Liu,Lunch on Monday 🧄🥭
85.83,2019-05-20T00:00:00.000Z,Adam Sanders,Dominick Arellano,Groceries on Sunday 🥚🧀
71.11,2019-05-20T00:00:00.000Z,,Uber Eats Azk12,Dining
28.14,2019-05-21T00:00:00.000Z,,76 - Gse 76 Los Feliz,Phone/Cable
26.66,2019-05-21T00:00:00.000Z,,Exxonmobil 48085070,Other Services
82.63,2019-05-22T00:00:00.000Z,,Trader Joe's #539 Qps,Other Services
-9.38,2019-05-22T00:00:00.000Z,Camden Merritt,Adam Sanders,Breakfast on Saturday 🍔🧈
14.56,2019-05-23T00:00:00.000Z,Adam Sanders,Oran Crane,Snacks on Thursday 🙏🤑
72.2,2019-05-23T00:00:00.000Z,Adam Sanders,Theodor Larson,Lunch on Tuesday 🥚🍕
97.73,2019-05-24T00:00:00.000Z,,Qt 838 07008386,Other Services
92.72,2019-05-24T00:00:00.000Z,,Uber Eats Azk12,Merchandise
40.03,2019-05-25T00:00:00.000Z,,Art Bar,Merchandise
93.98,2019-05-25T00:00:00.000Z,,Mercantile And Mas,Dining
96.11,2019-05-26T00:00:00.000Z,,Tst* Sampan,Health Care
-33.57,2019-05-26T00:00:00.000Z,Kelsi Burt,Adam Sanders,Lunch on Thursday 🍞🤐
8,2019-05-27T00:00:00.000Z,,Playstationnetwork,Merchandise
38.99,2019-05-27T00:00:00.000Z,,Mercedes Benz Stadium,Merchandise
89.17,2019-05-28T00:00:00.000Z,,Amagansett Supersav,Dining
56.33,2019-05-28T00:00:00.000Z,Adam Sanders,Cory Maguire,Breakfast on Thursday 🌶🤗
21.29,2019-05-29T00:00:00.000Z,,Cvs/pharmacy #02082,Dining
93.1,2019-05-29T00:00:00.000Z,,76 - Gse 76 Los Feliz,Travel
80.47,2019-05-30T00:00:00.000Z,,Publix #719,Health Care
85.66,2019-05-30T00:00:00.000Z,Adam Sanders,Arron Thorne,Drinks on Sunday 🍅🍳
88.19,2019-05-31T00:00:00.000Z,Adam Sanders,Anthony Palacios,Snacks on Friday 🥪⛄️
70.63,2019-05-31T00:00:00.000Z,,Ton Ton,Phone/Cable
9.34,2019-06-01T00:00:00.000Z,,Publix #282,Dining
14.21,2019-06-01T00:00:00.000Z,,ConEd,Merchandise
11.8,2019-06-02T00:00:00.000Z,Adam Sanders,Oran Crane,Snacks on Saturday 🥞🧀
-6.57,2019-06-02T00:00:00.000Z,Kitty John,Adam Sanders,Lunch on Sunday 🥕🍑
64.08,2019-06-03T00:00:00.000Z,Adam Sanders,Gemma Avery,Dinner on Wednesday 🥚🤯
98.43,2019-06-03T00:00:00.000Z,,Ookook Korean Bbq,Other Services
13.15,2019-06-04T00:00:00.000Z,Adam Sanders,Emilis Jensen,Breakfast on Thursday 🥥🥝
-3.34,2019-06-04T00:00:00.000Z,Aiysha Fleming,Adam Sanders,Tickets on Tuesday 🍕🤩
21.7,2019-06-05T00:00:00.000Z,Adam Sanders,Tyrell Padilla,Breakfast on Thursday 🍖🧅
-74.03,2019-06-05T00:00:00.000Z,Adil Smart,Adam Sanders,Tickets on Wednesday 🍔🍔
64.66,2019-06-06T00:00:00.000Z,,Gu's Dumplings,Other Services
45.11,2019-06-06T00:00:00.000Z,Adam Sanders,Abdurahman Fox,Drinks on Sunday 👌🧇
-5.65,2019-06-07T00:00:00.000Z,Everett Dalton,Adam Sanders,Dinner on Saturday 🍐🥖
14.19,2019-06-07T00:00:00.000Z,,Exxonmobil 97303341,Dining
33.74,2019-06-08T00:00:00.000Z,,Trader Joe's #539 Qps,Other Services
1.88,2019-06-08T00:00:00.000Z,Adam Sanders,Camron Ramirez,Brunch on Wednesday 🧄🌭
94.6,2019-06-09T00:00:00.000Z,,La Abuela Ii,Other Services
87.84,2019-06-09T00:00:00.000Z,Adam Sanders,Alivia Mackay,Groceries on Tuesday 🍎🤟
38.41,2019-06-10T00:00:00.000Z,Adam Sanders,Tyrell Padilla,Breakfast on Friday 🧄😋
74.71,2019-06-10T00:00:00.000Z,,Playstationnetwork,Merchandise
80.89,2019-06-11T00:00:00.000Z,Adam Sanders,Todd Mcmillan,Groceries on Friday 🍆🥥
60.9,2019-06-11T00:00:00.000Z,,Atlantic Wines And Liquor,Dining
35.16,2019-06-12T00:00:00.000Z,Adam Sanders,Murtaza Becker,Lunch on Saturday 🍳🥭
19.9,2019-06-12T00:00:00.000Z,,Megabus.com,Dining
73.03,2019-06-13T00:00:00.000Z,,Uber Eats,Merchandise
11.94,2019-06-13T00:00:00.000Z,,76 - Gse 76 Los Feliz,Dining
4.27,2019-06-14T00:00:00.000Z,Adam Sanders,Everett Dalton,Breakfast on Wednesday 🥖🥖
-34.01,2019-06-14T00:00:00.000Z,Anthony Palacios,Adam Sanders,Groceries on Friday 🌯🥯
48.02,2019-06-15T00:00:00.000Z,,Publix #719,Other Services
-74.72,2019-06-15T00:00:00.000Z,Paula Gallagher,Adam Sanders,Breakfast on Tuesday 🍉🧄
45.03,2019-06-16T00:00:00.000Z,,Publix #282,Other Services
25.44,2019-06-16T00:00:00.000Z,,Ticketmaster,Travel
54.5,2019-06-17T00:00:00.000Z,,Uber Trip Azk12,Travel
33.21,2019-06-17T00:00:00.000Z,,Trader Joe's #539 Qps,Dining
93.17,2019-06-18T00:00:00.000Z,,Qt 838 07008386,Travel
-8.5,2019-06-18T00:00:00.000Z,Darcie Ferreira,Adam Sanders,Groceries on Friday 🤠🧀
25.48,2019-06-19T00:00:00.000Z,,Trader Joe's #539 Qps,Travel
43.23,2019-06-19T00:00:00.000Z,,Trader Joe's #539 Qps,Travel
-51.93,2019-06-20T00:00:00.000Z,Missy Hulme,Adam Sanders,Snacks on Sunday 🥩🥦
8.23,2019-06-20T00:00:00.000Z,,Amagansett Supersav,Other Services
40.51,2019-06-21T00:00:00.000Z,,Publix #282,Phone/Cable
95.21,2019-06-21T00:00:00.000Z,Adam Sanders,Sara Harrington,Breakfast on Saturday 🍖🥕
31.54,2019-06-22T00:00:00.000Z,Adam Sanders,Hassan Nicholson,Groceries on Thursday 🍞🤐
58.18,2019-06-22T00:00:00.000Z,,Sq *dsk Brooklyn,Merchandise
79.12,2019-06-23T00:00:00.000Z,Adam Sanders,Jo Pena,Brunch on Wednesday 🍖🍎
90.83,2019-06-23T00:00:00.000Z,,Sq *dsk Brooklyn,Phone/Cable
56.8,2019-06-24T00:00:00.000Z,,Murphy6761atwalmart,Other Services
-99.33,2019-06-24T00:00:00.000Z,Lidia Barclay,Adam Sanders,Groceries on Monday 🍊🥙
22.21,2019-06-25T00:00:00.000Z,,Ton Ton,Merchandise
0.69,2019-06-25T00:00:00.000Z,,ConEd,Travel
51.72,2019-06-26T00:00:00.000Z,,ConEd,Merchandise
-92.93,2019-06-26T00:00:00.000Z,Adil Smart,Adam Sanders,Drinks on Friday 🤑🥔
69.28,2019-06-27T00:00:00.000Z,,Sq *american Whiskey,Health Care
16.44,2019-06-27T00:00:00.000Z,Adam Sanders,Jo Pena,Drinks on Saturday 👻🥩
85.68,2019-06-28T00:00:00.000Z,Adam Sanders,Devin Hollis,Groceries on Thursday 🍋🍳
-61.19,2019-06-28T00:00:00.000Z,Everett Dalton,Adam Sanders,Drinks on Friday 🥳🍊
70.49,2019-06-29T00:00:00.000Z,,Trader Joe's #539 Qps,Other Services
-77.77,2019-06-29T00:00:00.000Z,Courtnie Mccarty,Adam Sanders,Tickets on Saturday 🤗🍗
-34.39,2019-06-30T00:00:00.000Z,Theodor Larson,Adam Sanders,Drinks on Tuesday 🍇🍐
86.83,2019-06-30T00:00:00.000Z,,Trader Joe's #539 Qps,Phone/Cable
87.24,2019-07-01T00:00:00.000Z,Adam Sanders,Leen Mcgrath,Drinks on Saturday 🍈🤗
98.77,2019-07-01T00:00:00.000Z,Adam Sanders,Arron Thorne,Breakfast on Monday 🤩🤠
25.06,2019-07-02T00:00:00.000Z,,Trader Joe's #539 Qps,Dining
-31.32,2019-07-02T00:00:00.000Z,Shaurya Horne,Adam Sanders,Lunch on Tuesday 🍗🧄
35.8,2019-07-03T00:00:00.000Z,,Amagansett Supersav,Other Services
59.47,2019-07-03T00:00:00.000Z,,Karakatta,Travel
16.12,2019-07-04T00:00:00.000Z,,Trader Joe's #539 Qps,Dining
19.23,2019-07-04T00:00:00.000Z,,Uber Trip Azk12,Merchandise
8.5,2019-07-05T00:00:00.000Z,Adam Sanders,Hina Couch,Tickets on Sunday 😋🥝
12.39,2019-07-05T00:00:00.000Z,Adam Sanders,Anthony Palacios,Groceries on Tuesday 🥯🍏
20.85,2019-07-06T00:00:00.000Z,,Sunoco 0718764400,Other Services
74.09,2019-07-06T00:00:00.000Z,,Publix #282,Travel
75.1,2019-07-07T00:00:00.000Z,Adam Sanders,Thelma Stacey,Snacks on Monday 🍏🍎
9.38,2019-07-07T00:00:00.000Z,,Taqueria Del Sol Howell,Travel
19.82,2019-07-08T00:00:00.000Z,,Tm *atlanta United Fc,Dining
83.19,2019-07-08T00:00:00.000Z,,Comcast Atlanta Cs 1x,Dining
15.84,2019-07-09T00:00:00.000Z,Adam Sanders,Theo Freeman,Lunch on Wednesday 🍑🍖
-18.22,2019-07-09T00:00:00.000Z,Nafeesa Mitchell,Adam Sanders,Drinks on Wednesday 🥙🥦
27.73,2019-07-10T00:00:00.000Z,,Bp#8247694circle K St 27,Dining
58.88,2019-07-10T00:00:00.000Z,,Publix #719,Merchandise
-43.64,2019-07-11T00:00:00.000Z,Jo Pena,Adam Sanders,Snacks on Thursday 🥙🍅
90.18,2019-07-11T00:00:00.000Z,,Mta*metrocard Machine,Dining
51.98,2019-07-12T00:00:00.000Z,,Texaco 0381549,Phone/Cable
21.77,2019-07-12T00:00:00.000Z,,Shell Oil 57446255408,Other Services
59.58,2019-07-13T00:00:00.000Z,,Cvs/pharmacy #02082,Dining
24.66,2019-07-13T00:00:00.000Z,,Publix #719,Other Services
71.59,2019-07-14T00:00:00.000Z,Adam Sanders,Hassan Nicholson,Brunch on Monday 🥭🍆
-12.32,2019-07-14T00:00:00.000Z,Boyd Mcclain,Adam Sanders,Breakfast on Thursday 🥚🍐
-95.22,2019-07-15T00:00:00.000Z,Kitty John,Adam Sanders,Lunch on Sunday 🥨🌮
44.12,2019-07-15T00:00:00.000Z,,ConEd,Merchandise
16.3,2019-07-16T00:00:00.000Z,,Publix #282,Travel
89.43,2019-07-16T00:00:00.000Z,,Anticos Pizza,Travel
97.75,2019-07-17T00:00:00.000Z,Adam Sanders,Paula Gallagher,Brunch on Monday 🍒🌭
65.83,2019-07-17T00:00:00.000Z,,Krispy Kreme Dough,Health Care
49.34,2019-07-18T00:00:00.000Z,,Ifc Theatres Llc Box Off,Health Care
-95.09,2019-07-18T00:00:00.000Z,Todd Mcmillan,Adam Sanders,Snacks on Tuesday 🥨🍕
68.24,2019-07-19T00:00:00.000Z,,Trader Joe's #539 Qps,Phone/Cable
39.71,2019-07-19T00:00:00.000Z,,Publix #719,Phone/Cable
26.76,2019-07-20T00:00:00.000Z,Adam Sanders,Kitty John,Lunch on Wednesday 🍇🥒
77.54,2019-07-20T00:00:00.000Z,,Publix #719,Merchandise
-13.64,2019-07-21T00:00:00.000Z,Carlo Hodge,Adam Sanders,Lunch on Thursday 🍊🍋
-58.89,2019-07-21T00:00:00.000Z,Darcie Ferreira,Adam Sanders,Tickets on Tuesday 🌮🧈
46.01,2019-07-22T00:00:00.000Z,Adam Sanders,Darcie Ferreira,Tickets on Sunday 🍅🥬
17.01,2019-07-22T00:00:00.000Z,,Playstationnetwork,Merchandise
-78.29,2019-07-23T00:00:00.000Z,Camden Merritt,Adam Sanders,Snacks on Sunday 🧅🥨
11.21,2019-07-23T00:00:00.000Z,,Publix #719,Dining
89.49,2019-07-24T00:00:00.000Z,,Mta*metrocard Machine,Dining
-39.34,2019-07-24T00:00:00.000Z,Norman Liu,Adam Sanders,Snacks on Friday 🤗😍
7.75,2019-07-25T00:00:00.000Z,Adam Sanders,Renae Hutchinson,Snacks on Friday 🍍🥚
88.91,2019-07-25T00:00:00.000Z,,Bull Mccabes,Phone/Cable
34.48,2019-07-26T00:00:00.000Z,,ConEd,Merchandise
-97.05,2019-07-26T00:00:00.000Z,Emilis Jensen,Adam Sanders,Groceries on Saturday 🤐🧅
11,2019-07-27T00:00:00.000Z,,Sq *brick+mortar Go,Health Care
35,2019-07-27T00:00:00.000Z,,Qt 761 07007610,Health Care
30.55,2019-07-28T00:00:00.000Z,Adam Sanders,Emilis Jensen,Lunch on Friday 🌮🥳
-64.89,2019-07-28T00:00:00.000Z,Adil Smart,Adam Sanders,Snacks on Tuesday 🤟🧄
63.37,2019-07-29T00:00:00.000Z,,Uber Eats Azk12,Merchandise
8.58,2019-07-29T00:00:00.000Z,,Mezcalitos Group L,Phone/Cable
-25.36,2019-07-30T00:00:00.000Z,Malachi Cannon,Adam Sanders,Drinks on Wednesday 😎🥪
53.02,2019-07-30T00:00:00.000Z,,Ingles Gas Exp #133,Dining
-87.91,2019-07-31T00:00:00.000Z,Tyrell Padilla,Adam Sanders,Drinks on Thursday 🤠🍓
66.01,2019-07-31T00:00:00.000Z,,Mezcalitos Group L,Dining
34.43,2019-08-01T00:00:00.000Z,,Exxonmobil 47449913,Travel
86.62,2019-08-01T00:00:00.000Z,,Publix #719,Other Services
63.3,2019-08-02T00:00:00.000Z,,Tm *atlanta United Fc,Merchandise
32.09,2019-08-02T00:00:00.000Z,,Exxonmobil 42181370,Travel
79.93,2019-08-03T00:00:00.000Z,,Amagansett Supersav,Merchandise
29.35,2019-08-03T00:00:00.000Z,Adam Sanders,Shaurya Horne,Tickets on Monday 🧅🥒
-42.27,2019-08-04T00:00:00.000Z,Kitty John,Adam Sanders,Lunch on Saturday 🍅🥒
73.68,2019-08-04T00:00:00.000Z,,Bar Taco Inman Park,Other Services
90.46,2019-08-05T00:00:00.000Z,,Tm *atlanta United Fc,Health Care
15.45,2019-08-05T00:00:00.000Z,Adam Sanders,Sara Harrington,Lunch on Wednesday 🍑👻
68.55,2019-08-06T00:00:00.000Z,,Amarachi Restaurant,Phone/Cable
54.18,2019-08-06T00:00:00.000Z,,Trader Joe's #539 Qps,Health Care
-51.31,2019-08-07T00:00:00.000Z,Shaurya Horne,Adam Sanders,Breakfast on Friday 🥒🤗
-30.47,2019-08-07T00:00:00.000Z,Emilis Jensen,Adam Sanders,Groceries on Saturday 🍗🥥
62.88,2019-08-08T00:00:00.000Z,Adam Sanders,Hassan Nicholson,Snacks on Sunday 🍋😎
97.05,2019-08-08T00:00:00.000Z,Adam Sanders,Anthony Palacios,Drinks on Thursday 🧄🍉
15.8,2019-08-09T00:00:00.000Z,,Amagansett Supersav,Dining
17.5,2019-08-09T00:00:00.000Z,,Amagansett Supersav,Health Care
17.22,2019-08-10T00:00:00.000Z,,Publix #719,Travel
20.01,2019-08-10T00:00:00.000Z,,Publix #719,Health Care
23.92,2019-08-11T00:00:00.000Z,,Sq *fifth Hammer Brewing,Phone/Cable
69.4,2019-08-11T00:00:00.000Z,,ConEd,Phone/Cable
26.81,2019-08-12T00:00:00.000Z,,Sq *brick+mortar Go,Travel
41.54,2019-08-12T00:00:00.000Z,Adam Sanders,Renae Hutchinson,Groceries on Monday 👌🥙
6.44,2019-08-13T00:00:00.000Z,,Atlantic Wines And Liquor,Merchandise
5.56,2019-08-13T00:00:00.000Z,,Amagansett Supersav,Travel
88.83,2019-08-14T00:00:00.000Z,,Best In Class Barber Shop,Other Services
22.24,2019-08-14T00:00:00.000Z,,Mta*metrocard Machine,Travel
33.35,2019-08-15T00:00:00.000Z,,Tuk Tuk Thai Food Loft,Phone/Cable
78.24,2019-08-15T00:00:00.000Z,,Ifc Theatres Llc Box Off,Phone/Cable
47.9,2019-08-16T00:00:00.000Z,Adam Sanders,Todd Mcmillan,Lunch on Friday 🤠🍖
59.36,2019-08-16T00:00:00.000Z,,Marta Atlanta 00000018,Phone/Cable
99.54,2019-08-17T00:00:00.000Z,Adam Sanders,Courtnie Mccarty,Groceries on Saturday 🍞🍈
23.75,2019-08-17T00:00:00.000Z,Adam Sanders,Anthony Palacios,Snacks on Tuesday 🍳🥐
94.41,2019-08-18T00:00:00.000Z,,Publix #719,Phone/Cable
94,2019-08-18T00:00:00.000Z,,Trader Joe's #539 Qps,Dining
79.07,2019-08-19T00:00:00.000Z,Adam Sanders,Lidia Barclay,Brunch on Wednesday 🧇🤐
2.59,2019-08-19T00:00:00.000Z,,Amagansett Supersav,Phone/Cable
-19.31,2019-08-20T00:00:00.000Z,Darcie Ferreira,Adam Sanders,Lunch on Sunday 🍕🥭
5.89,2019-08-20T00:00:00.000Z,,Sq *fifth Hammer Brewing,Dining
27.85,2019-08-21T00:00:00.000Z,,Publix #282,Travel
-10.97,2019-08-21T00:00:00.000Z,Leen Mcgrath,Adam Sanders,Snacks on Tuesday 🍕🍌
71.66,2019-08-22T00:00:00.000Z,,CVS,Other Services
96.06,2019-08-22T00:00:00.000Z,,Texaco 0381549,Health Care
9.38,2019-08-23T00:00:00.000Z,,Trader Joe's #539 Qps,Dining
19.99,2019-08-23T00:00:00.000Z,Adam Sanders,Jamal Cole,Tickets on Monday 🥐😋
-90.28,2019-08-24T00:00:00.000Z,Abdurahman Fox,Adam Sanders,Dinner on Sunday 🍏😍
-30.97,2019-08-24T00:00:00.000Z,Omar Nairn,Adam Sanders,Brunch on Thursday 🧈⛄️
90.46,2019-08-25T00:00:00.000Z,,Mta*metrocard Machine,Health Care
-16.21,2019-08-25T00:00:00.000Z,Kitty John,Adam Sanders,Brunch on Thursday 🥖😍
85.26,2019-08-26T00:00:00.000Z,,Spectrum,Health Care
38.06,2019-08-26T00:00:00.000Z,,Joy Cafe,Other Services
-38.34,2019-08-27T00:00:00.000Z,Devin Hollis,Adam Sanders,Dinner on Saturday 🥔🍇
65.12,2019-08-27T00:00:00.000Z,,Playstationnetwork,Travel
82.42,2019-08-28T00:00:00.000Z,,Qt 761 07007610,Phone/Cable
13.47,2019-08-28T00:00:00.000Z,,Trader Joe's #539 Qps,Travel
87.69,2019-08-29T00:00:00.000Z,,Ton Ton,Merchandise
61.88,2019-08-29T00:00:00.000Z,,Bp#1721828ck 2211932,Travel
94.77,2019-08-30T00:00:00.000Z,,Amarachi Restaurant,Merchandise
44.6,2019-08-30T00:00:00.000Z,,Exxonmobil 97303341,Merchandise
86.05,2019-08-31T00:00:00.000Z,,Tst* Sampan,Health Care
9.92,2019-08-31T00:00:00.000Z,,Mta*metrocard Machine,Health Care
17.36,2019-09-01T00:00:00.000Z,,Publix #282,Health Care
61.43,2019-09-01T00:00:00.000Z,,Publix #719,Health Care
1.36,2019-09-02T00:00:00.000Z,Adam Sanders,Abdurahman Fox,Tickets on Sunday 🥳😍
45.8,2019-09-02T00:00:00.000Z,,Publix #719,Phone/Cable
37.88,2019-09-03T00:00:00.000Z,,Exxonmobil 48085070,Dining
1.48,2019-09-03T00:00:00.000Z,,76 - Gse 76 Los Feliz,Dining
89.6,2019-09-04T00:00:00.000Z,,Mta*metrocard Machine,Other Services
-37.84,2019-09-04T00:00:00.000Z,Shaurya Horne,Adam Sanders,Snacks on Friday 🤑🍔
-3.58,2019-09-05T00:00:00.000Z,Everett Dalton,Adam Sanders,Breakfast on Monday 🧅🥒
69.06,2019-09-05T00:00:00.000Z,,Sunoco 0718764400,Dining
-29.86,2019-09-06T00:00:00.000Z,Cory Maguire,Adam Sanders,Dinner on Thursday 🥭😍
6.57,2019-09-06T00:00:00.000Z,,ConEd,Health Care
70.6,2019-09-07T00:00:00.000Z,,Publix #719,Health Care
80.02,2019-09-07T00:00:00.000Z,,Ingles Gas Exp #133,Dining
67.2,2019-09-08T00:00:00.000Z,Adam Sanders,Kitty John,Tickets on Tuesday 🍊🥵
81.46,2019-09-08T00:00:00.000Z,,Texaco 0381549,Phone/Cable
49.6,2019-09-09T00:00:00.000Z,,Mta*metrocard Machine,Travel
-43.27,2019-09-09T00:00:00.000Z,Amelia-Lily Pham,Adam Sanders,Lunch on Tuesday 🌮🥯
50.29,2019-09-10T00:00:00.000Z,,Bull Mccabes,Health Care
-89.11,2019-09-10T00:00:00.000Z,Camron Ramirez,Adam Sanders,Lunch on Monday 🍠🧇
77.19,2019-09-11T00:00:00.000Z,,Taqueria Del Sol Athens,Phone/Cable
82.41,2019-09-11T00:00:00.000Z,,Comcast Atlanta Cs 1x,Phone/Cable
16.13,2019-09-12T00:00:00.000Z,,Amagansett Supersav,Merchandise
84.91,2019-09-12T00:00:00.000Z,Adam Sanders,Missy Hulme,Snacks on Monday 🧅🍗
-23.7,2019-09-13T00:00:00.000Z,Gemma Avery,Adam Sanders,Dinner on Thursday 🥚🌯
-27.33,2019-09-13T00:00:00.000Z,Camden Merritt,Adam Sanders,Lunch on Monday 🤩🍒
96.49,2019-09-14T00:00:00.000Z,,ConEd,Health Care
-53.29,2019-09-14T00:00:00.000Z,Dominik Lowe,Adam Sanders,Lunch on Monday 🧇🍏
71.82,2019-09-15T00:00:00.000Z,,Gu's Dumplings,Other Services
81.82,2019-09-15T00:00:00.000Z,,Cvs/pharmacy #02082,Merchandise
-85.49,2019-09-16T00:00:00.000Z,Kitty John,Adam Sanders,Tickets on Friday 🍞🧇
-47.61,2019-09-16T00:00:00.000Z,Jamal Cole,Adam Sanders,Drinks on Wednesday 🥬🥒
-35.28,2019-09-17T00:00:00.000Z,Tyrell Padilla,Adam Sanders,Brunch on Sunday 🧈😋
31.65,2019-09-17T00:00:00.000Z,Adam Sanders,Adil Smart,Drinks on Monday 🧀🧄
-94.08,2019-09-18T00:00:00.000Z,Cory Maguire,Adam Sanders,Snacks on Tuesday 🧄🧇
51.7,2019-09-18T00:00:00.000Z,,Trader Joe's #539 Qps,Dining
82.19,2019-09-19T00:00:00.000Z,,La Abuela Ii,Travel
7.02,2019-09-19T00:00:00.000Z,Adam Sanders,Jadene Holding,Snacks on Sunday 🥞🥒
71.65,2019-09-20T00:00:00.000Z,,Taqueria Del Sol Howell,Other Services
72.31,2019-09-20T00:00:00.000Z,,Qt 798 07007982,Other Services
77.16,2019-09-21T00:00:00.000Z,,Trader Joe's #539 Qps,Merchandise
-18.65,2019-09-21T00:00:00.000Z,Camron Ramirez,Adam Sanders,Groceries on Monday 🍌🤗
74.12,2019-09-22T00:00:00.000Z,,Uber Trip Azk12,Dining
73.71,2019-09-22T00:00:00.000Z,,Best Buy Mht 00008904,Dining
-3.68,2019-09-23T00:00:00.000Z,Murtaza Becker,Adam Sanders,Dinner on Friday 🤯🥨
21.39,2019-09-23T00:00:00.000Z,,Exxonmobil 42181370,Merchandise
27.99,2019-09-24T00:00:00.000Z,,Publix #282,Phone/Cable
38.76,2019-09-24T00:00:00.000Z,,Bull Mccabes,Other Services
97.8,2019-09-25T00:00:00.000Z,,La Abuela Ii,Other Services
73.77,2019-09-25T00:00:00.000Z,Adam Sanders,Alivia Mackay,Tickets on Saturday 🍖🤗
-83.03,2019-09-26T00:00:00.000Z,Omar Nairn,Adam Sanders,Brunch on Friday 🥞🥙
21.35,2019-09-26T00:00:00.000Z,,Mezcalitos Group L,Travel
42.04,2019-09-27T00:00:00.000Z,,Publix #719,Health Care
51.41,2019-09-27T00:00:00.000Z,,Amagansett Supersav,Phone/Cable
32.94,2019-09-28T00:00:00.000Z,Adam Sanders,Nabilah Knowles,Groceries on Thursday 🍊🥔
81.48,2019-09-28T00:00:00.000Z,Adam Sanders,Todd Mcmillan,Drinks on Sunday 🍌🍇
-73.29,2019-09-29T00:00:00.000Z,Dominik Lowe,Adam Sanders,Groceries on Friday 🍌😍
84.88,2019-09-29T00:00:00.000Z,,Sq *brick+mortar Go,Health Care
63.23,2019-09-30T00:00:00.000Z,,Comcast Atlanta Cs 1x,Travel
3.73,2019-09-30T00:00:00.000Z,,Ticketmaster,Dining
44.39,2019-10-01T00:00:00.000Z,,Amazon Mktplace Pmts Www.,Merchandise
18.42,2019-10-01T00:00:00.000Z,,Harris Teeter #80,Phone/Cable
-38.69,2019-10-02T00:00:00.000Z,Paula Gallagher,Adam Sanders,Groceries on Sunday 🍳🥔
48.06,2019-10-02T00:00:00.000Z,,Trader Joe's #539 Qps,Dining
-95.9,2019-10-03T00:00:00.000Z,Thelma Stacey,Adam Sanders,Breakfast on Sunday 🤗🥓
73.13,2019-10-03T00:00:00.000Z,,Trader Joe's #539 Qps,Travel
48.03,2019-10-04T00:00:00.000Z,,Gu's Dumplings,Other Services
-26.51,2019-10-04T00:00:00.000Z,Camden Merritt,Adam Sanders,Tickets on Tuesday 🥔🍠
78.43,2019-10-05T00:00:00.000Z,Adam Sanders,Hina Couch,Lunch on Monday 🍎🍒
14.15,2019-10-05T00:00:00.000Z,,Down The Hatch,Travel
12.45,2019-10-06T00:00:00.000Z,,Megabus.com,Other Services
91.22,2019-10-06T00:00:00.000Z,,Bull Mccabes,Other Services
7.66,2019-10-07T00:00:00.000Z,,Trader Joe's #539 Qps,Travel
-34.65,2019-10-07T00:00:00.000Z,Tyrell Padilla,Adam Sanders,Breakfast on Thursday 🧄🧅
-65.19,2019-10-08T00:00:00.000Z,Hassan Nicholson,Adam Sanders,Drinks on Thursday 🍉😋
58.38,2019-10-08T00:00:00.000Z,Adam Sanders,Gemma Avery,Dinner on Monday 🥕🥨
-70.82,2019-10-09T00:00:00.000Z,Malachi Cannon,Adam Sanders,Tickets on Monday 🍠😋
-39.26,2019-10-09T00:00:00.000Z,Kelsi Burt,Adam Sanders,Brunch on Monday 🥨🥐
18.21,2019-10-10T00:00:00.000Z,,ConEd,Phone/Cable
40.42,2019-10-10T00:00:00.000Z,Adam Sanders,Aiysha Fleming,Lunch on Saturday 🍗🍌
-59.69,2019-10-11T00:00:00.000Z,Paula Gallagher,Adam Sanders,Lunch on Tuesday 🥕🥝
68.65,2019-10-11T00:00:00.000Z,,Rosati's Pizza- Buckhead,Other Services
67.76,2019-10-12T00:00:00.000Z,Adam Sanders,Hina Couch,Brunch on Wednesday 🌯🌶
56,2019-10-12T00:00:00.000Z,,Victory Sandwich Bar - De,Travel
45.09,2019-10-13T00:00:00.000Z,,Exxonmobil 48085070,Health Care
70.94,2019-10-13T00:00:00.000Z,,Trader Joe's #539 Qps,Travel
71.12,2019-10-14T00:00:00.000Z,Adam Sanders,Todd Mcmillan,Dinner on Thursday 🍈🥬
57.04,2019-10-14T00:00:00.000Z,Adam Sanders,Courtnie Mccarty,Drinks on Tuesday 🧀🍑
-18.54,2019-10-15T00:00:00.000Z,Aiysha Fleming,Adam Sanders,Lunch on Wednesday 🍅🧅
-28.65,2019-10-15T00:00:00.000Z,Theo Freeman,Adam Sanders,Snacks on Sunday 🧅🤩
76.7,2019-10-16T00:00:00.000Z,,Ingles Gas Exp #133,Dining
70.53,2019-10-16T00:00:00.000Z,Adam Sanders,Carlo Hodge,Drinks on Thursday 🍗🥩
-13.12,2019-10-17T00:00:00.000Z,Thelma Stacey,Adam Sanders,Brunch on Tuesday 🧈🌶
87.27,2019-10-17T00:00:00.000Z,,Rosati's Pizza- Buckhead,Other Services
70.46,2019-10-18T00:00:00.000Z,Adam Sanders,Abdurahman Fox,Drinks on Sunday 🥐🤯
37.99,2019-10-18T00:00:00.000Z,Adam Sanders,Kitty John,Dinner on Saturday 🥞🤐
23.3,2019-10-19T00:00:00.000Z,,Comcast Atlanta Cs 1x,Health Care
25.1,2019-10-19T00:00:00.000Z,,Mta*metrocard Machine,Dining
64.91,2019-10-20T00:00:00.000Z,,Uber Trip Azk12,Health Care
-58.42,2019-10-20T00:00:00.000Z,Adil Smart,Adam Sanders,Lunch on Thursday 🍇😍
